normalized_name,observed_rows,raw_name_variants,distinct_restaurant_ids,confidence,review_status
punjab ki rasoi,2,2,2,Medium,Conservative normalization
punjab nawab,2,1,2,High,Conservative normalization
punjab on cloud,2,1,2,High,Conservative normalization
punjab paratha point,2,1,2,High,Conservative normalization
punjab rasoi,2,1,2,High,Conservative normalization
punjabi adda,2,1,2,High,Conservative normalization
punjabi angaan restaurant,2,1,2,High,Conservative normalization
punjabi anna,2,1,2,High,Conservative normalization
punjabi bhatti,2,2,2,Medium,Conservative normalization
punjabi chatkara,2,1,2,High,Conservative normalization
punjabi chicken,2,1,2,High,Conservative normalization
punjabi chicken corner,2,1,2,High,Conservative normalization
punjabi corner,2,2,2,Medium,Conservative normalization
punjabi da dhaba,2,1,2,High,Conservative normalization
punjabi darbar,2,1,2,High,Conservative normalization
punjabi delight,2,1,2,High,Conservative normalization
punjabi dhaba since 2001,2,1,2,High,Conservative normalization
punjabi dil se,2,1,2,High,Conservative normalization
punjabi flavours,2,2,2,Medium,Conservative normalization
punjabi food corner,2,1,2,High,Conservative normalization
punjabi grill darbar,2,1,2,High,Conservative normalization
punjabi handi,2,1,2,High,Conservative normalization
punjabi khadki,2,1,2,High,Conservative normalization
punjabi khana,2,1,2,High,Conservative normalization
punjabi khana khajana,2,2,2,Medium,Conservative normalization
punjabi lassi,2,1,2,High,Conservative normalization
punjabi paratha junction,2,1,2,High,Conservative normalization
punjabi spices,2,2,2,Medium,Conservative normalization
punjabi street,2,2,2,Medium,Conservative normalization
punjabi swad,2,2,2,Medium,Conservative normalization
punjabi tadka express,2,2,2,Medium,Conservative normalization
punjabi tadkaa,2,1,2,High,Conservative normalization
punjabi tandoor,2,1,2,High,Conservative normalization
punjabi tandoor since 2016,2,1,2,High,Conservative normalization
punjabi tawa,2,2,2,Medium,Conservative normalization
punjabi virsa,2,1,2,High,Conservative normalization
punjabiya di hatti,2,2,2,Medium,Conservative normalization
purani dehli,2,1,2,High,Conservative normalization
purani delhi,2,1,2,High,Conservative normalization
pure punjabi,2,1,2,High,Conservative normalization
purohit restaurant,2,1,2,High,Conservative normalization
purple foods,2,1,2,High,Conservative normalization
pyramid,2,1,2,High,Conservative normalization
qd s restaurant,2,1,2,High,Conservative normalization
qla,2,2,2,Medium,Conservative normalization
quality cakes,2,1,2,High,Conservative normalization
quality fast food,2,2,2,Medium,Conservative normalization
quality food,2,2,2,Medium,Conservative normalization
quality foods,2,2,2,Medium,Conservative normalization
quality fried chicken,2,1,2,High,Conservative normalization
quarter biryani,2,1,2,High,Conservative normalization
queen s kitchen,2,2,2,Medium,Conservative normalization
queen s street,2,1,2,High,Conservative normalization
quench by saladrink,2,1,2,High,Conservative normalization
quick pick,2,2,2,Medium,Conservative normalization
quicker by wok on fire,2,1,2,High,Conservative normalization
quickie bites,2,1,2,High,Conservative normalization
r b food point,2,1,2,High,Conservative normalization
r b sweets and bakery,2,1,2,High,Conservative normalization
r bhagat tarrachand,2,1,2,High,Conservative normalization
r j bakers,2,1,2,High,Conservative normalization
r k caterers,2,2,2,Medium,Conservative normalization
r k s kitchen,2,2,2,Medium,Conservative normalization
r s kings forest restaurant,2,1,2,High,Conservative normalization
ra3,2,1,2,High,Conservative normalization
raajali sweets and bakes,2,2,2,Medium,Conservative normalization
raaz restaurant,2,1,2,High,Conservative normalization
rabdi king,2,1,2,High,Conservative normalization
rabdi wala,2,2,2,Medium,Conservative normalization
rabribhog,2,1,2,High,Conservative normalization
radha krishna,2,1,2,High,Conservative normalization
radha krushna,2,1,2,High,Conservative normalization
radhe krishna family restaurant,2,2,2,Medium,Conservative normalization
radhe shyam fast food,2,1,2,High,Conservative normalization
radhika rasoi,2,1,2,High,Conservative normalization
radhika restaurant,2,1,2,High,Conservative normalization
radhika s authentic south indian food,2,1,2,High,Conservative normalization
radhuni,2,1,2,High,Conservative normalization
radisson blu,2,1,2,High,Conservative normalization
raffaele s ristorante pizzeria,2,1,2,High,Conservative normalization
ragada wale,2,1,2,High,Conservative normalization
ragam cake shop,2,1,2,High,Conservative normalization
ragoos express,2,1,2,High,Conservative normalization
rahat biryani,2,2,2,Medium,Conservative normalization
rahul eggs,2,2,2,Medium,Conservative normalization
rahul s food court,2,1,2,High,Conservative normalization
rahul tiffins,2,1,2,High,Conservative normalization
rahumath hotel,2,2,2,Medium,Conservative normalization
raina s kitchen,2,1,2,High,Conservative normalization
rainbow food court,2,2,2,Medium,Conservative normalization
rainbow hotel,2,2,2,Medium,Conservative normalization
rainbow restaurant,2,1,2,High,Conservative normalization
raj bhog,2,1,2,High,Conservative normalization
raj bhoj,2,2,2,Medium,Conservative normalization
raj chinese fast food,2,1,2,High,Conservative normalization
raj chinese point,2,1,2,High,Conservative normalization
raj da dhaba,2,2,2,Medium,Conservative normalization
raj darbar,2,2,2,Medium,Conservative normalization
raj family restaurant,2,1,2,High,Conservative normalization
raj fast food,2,1,2,High,Conservative normalization
raj food corner,2,1,2,High,Conservative normalization
raj foods,2,2,2,Medium,Conservative normalization
raj kitchen,2,1,2,High,Conservative normalization
raj sweets and snackes sindhi,2,1,1,High,Conservative normalization
raja restaurant,2,1,2,High,Conservative normalization
rajasthali,2,1,2,High,Conservative normalization
rajasthan restaurant,2,1,2,High,Conservative normalization
rajasthani dhaba,2,2,2,Medium,Conservative normalization
rajasthani kitchen,2,2,2,Medium,Conservative normalization
rajbhog,2,1,2,High,Conservative normalization
rajbhog restaurant,2,2,2,Medium,Conservative normalization
rajbhog sweets,2,1,2,High,Conservative normalization
rajdhani hotel,2,1,2,High,Conservative normalization
rajdhani rasoi,2,1,2,High,Conservative normalization
rajdoot restaurant,2,1,2,High,Conservative normalization
rajdoot restaurant since 1989,2,2,2,Medium,Conservative normalization
rajee s pure veg,2,2,2,Medium,Conservative normalization
rajeshahi biryani,2,2,2,Medium,Conservative normalization
rajeshahi family restaurant,2,1,2,High,Conservative normalization
rajhans restaurant,2,2,2,Medium,Conservative normalization
rajmandir icecream,2,1,2,High,Conservative normalization
rajpoot dhaba,2,2,2,Medium,Conservative normalization
rajshree restaurant,2,1,2,High,Conservative normalization
rajsthani dhaba,2,1,2,High,Conservative normalization
raju gari vantillu,2,2,2,Medium,Conservative normalization
raju hotel,2,1,2,High,Conservative normalization
raju omlet centre roc express delivery,2,2,2,Medium,Conservative normalization
rajubhai dhosawala,2,1,2,High,Conservative normalization
rajugari biryani,2,1,2,High,Conservative normalization
rakesh fast food,2,1,2,High,Conservative normalization
ralli s,2,2,2,Medium,Conservative normalization
ram chinese food,2,1,2,High,Conservative normalization
ram fast food,2,2,2,Medium,Conservative normalization
ram rasoi,2,1,2,High,Conservative normalization
ram s kitchen,2,2,2,Medium,Conservative normalization
rama food court,2,1,2,High,Conservative normalization
rama hotel,2,2,2,Medium,Conservative normalization
rama juice and shakes parlour lassi n shakes,2,1,1,High,Conservative normalization
rama s kitchen,2,1,2,High,Conservative normalization
ramaas the hyderabadi,2,1,2,High,Conservative normalization
ramdev dhaba pure veg,2,1,2,High,Conservative normalization
ramdev khana khazana,2,1,2,High,Conservative normalization
ramesh kulfi,2,1,1,High,Conservative normalization
rameshwar fast food,2,1,2,High,Conservative normalization
ramzan biryani,2,2,2,Medium,Conservative normalization
rana dhaba,2,1,2,High,Conservative normalization
randhan restaurant,2,2,2,Medium,Conservative normalization
rang de basanti,2,1,2,High,Conservative normalization
rani restaurant,2,1,2,High,Conservative normalization
ranjan s,2,1,2,High,Conservative normalization
rao s kitchen,2,2,2,Medium,Conservative normalization
raptharr food court,2,2,2,Medium,Conservative normalization
ras sagar sweet house,2,1,2,High,Conservative normalization
rasa the flavour of india,2,2,2,Medium,Conservative normalization
rasavid,2,1,2,High,Conservative normalization
rasgulla 4 crazy,2,1,2,High,Conservative normalization
rasgulla house,2,1,2,High,Conservative normalization
rashmi kitchen,2,1,2,High,Conservative normalization
rashmi kitchen pure veg,2,1,2,High,Conservative normalization
rasoi deliver,2,1,2,High,Conservative normalization
rasoi king,2,2,2,Medium,Conservative normalization
rasoi lajawab,2,1,2,High,Conservative normalization
rasoi se,2,1,2,High,Conservative normalization
rasoi studio,2,1,2,High,Conservative normalization
rasoi thali,2,1,2,High,Conservative normalization
rasoighar,2,1,2,High,Conservative normalization
rasoiwala,2,1,2,High,Conservative normalization
rasona tripti,2,2,2,Medium,Conservative normalization
ratan sev bhandar,2,1,2,High,Conservative normalization
rathi kitchen,2,1,2,High,Conservative normalization
ravi s dessert house,2,2,2,Medium,Conservative normalization
rayala vari ruchulu,2,1,2,High,Conservative normalization
razakhiya hotel,2,1,2,High,Conservative normalization
rb cafe,2,1,2,High,Conservative normalization
rbg park inn by radisson,2,1,2,High,Conservative normalization
rd sharma pavbhaji and dosa,2,1,2,High,Conservative normalization
readyumm,2,1,2,High,Conservative normalization
real hyderabadi biryani,2,1,2,High,Conservative normalization
real paprika express outlet,2,1,2,High,Conservative normalization
real paprika new ranip,2,2,2,Medium,Conservative normalization
real peprika,2,1,2,High,Conservative normalization
recipe master crafted shawarmas and more,2,1,2,High,Conservative normalization
red and green restaurant,2,2,2,Medium,Conservative normalization
red bamboo shoot restaurant,2,1,2,High,Conservative normalization
red bubble cafe by purple foods,2,2,2,Medium,Conservative normalization
red chilli chinese,2,1,2,High,Conservative normalization
red chillie,2,1,2,High,Conservative normalization
red chillies restaurant,2,1,2,High,Conservative normalization
red door,2,1,2,High,Conservative normalization
red dragon chinese,2,1,2,High,Conservative normalization
red dragon chinese corner,2,2,2,Medium,Conservative normalization
red hub,2,2,2,Medium,Conservative normalization
red kitchen and lounge,2,1,2,High,Conservative normalization
red mirchi,2,2,2,Medium,Conservative normalization
red onion,2,2,2,Medium,Conservative normalization
red pepper,2,1,2,High,Conservative normalization
red rhino,2,1,2,High,Conservative normalization
reddy s biryani zone,2,1,2,High,Conservative normalization
reddy s family restaurant,2,1,2,High,Conservative normalization
reddy s kitchen,2,1,2,High,Conservative normalization
refresh,2,1,2,High,Conservative normalization
regal cakes and bakers,2,2,2,Medium,Conservative normalization
regency food court,2,1,2,High,Conservative normalization
reis corner,2,2,2,Medium,Conservative normalization
rekha s kitchen,2,1,2,High,Conservative normalization
relax xpress,2,1,2,High,Conservative normalization
relish,2,1,2,High,Conservative normalization
rendezvous restaurant,2,1,2,High,Conservative normalization
renu s kitchen,2,2,2,Medium,Conservative normalization
republic of chicken,2,1,2,High,Conservative normalization
restora,2,1,2,High,Conservative normalization
retro restaurant,2,2,2,Medium,Conservative normalization
revel ice creams,2,1,2,High,Conservative normalization
rhythm,2,1,2,High,Conservative normalization
ribbons and balloons the cake shop,2,2,2,Medium,Conservative normalization
rice,2,1,2,High,Conservative normalization
rice and noodles,2,2,2,Medium,Conservative normalization
rice n roti,2,1,2,High,Conservative normalization
rice n spice,2,2,2,Medium,Conservative normalization
rice pot,2,2,2,Medium,Conservative normalization
rice stories,2,2,2,Medium,Conservative normalization
rich table,2,1,2,High,Conservative normalization
richie rich,2,1,2,High,Conservative normalization
riddhi s kitchen,2,1,2,High,Conservative normalization
riddhi siddhi farm,2,1,2,High,Conservative normalization
risalo italian pizza,2,1,2,High,Conservative normalization
riviera restaurant,2,1,2,High,Conservative normalization
riwaayat,2,1,2,High,Conservative normalization
riya proteins,2,2,2,Medium,Conservative normalization
riyasat,2,1,2,High,Conservative normalization
riyaz biryanis,2,1,2,High,Conservative normalization
rj kitchen,2,1,2,High,Conservative normalization
rk chinese,2,2,2,Medium,Conservative normalization
rk foods,2,2,2,Medium,Conservative normalization
rk hotel,2,2,2,Medium,Conservative normalization
road house,2,2,2,Medium,Conservative normalization
robin brown ice cream,2,1,2,High,Conservative normalization
rock and rolls,2,2,2,Medium,Conservative normalization
rock n roll restaurant,2,2,2,Medium,Conservative normalization
rock n roll restro,2,2,2,Medium,Conservative normalization
rockers pizza,2,1,2,High,Conservative normalization
rocket momos,2,2,2,Medium,Conservative normalization
rockstone icecream factory,2,1,2,High,Conservative normalization
rockstone thickshakes,2,1,2,High,Conservative normalization
rocomamas,2,1,2,High,Conservative normalization
rogan,2,1,2,High,Conservative normalization
rohit restaurant,2,2,2,Medium,Conservative normalization
roll and kabab,2,2,2,Medium,Conservative normalization
roll cafe,2,1,2,High,Conservative normalization
roll em up,2,2,2,Medium,Conservative normalization
roll it out,2,1,2,High,Conservative normalization
roll joint,2,1,2,High,Conservative normalization
roll mafia,2,1,2,High,Conservative normalization
roll number,2,1,2,High,Conservative normalization
roll out,2,1,2,High,Conservative normalization
roll over biryani,2,2,2,Medium,Conservative normalization
roll singh,2,1,2,High,Conservative normalization
roll station,2,2,2,Medium,Conservative normalization
roll stick,2,2,2,Medium,Conservative normalization
roll time,2,1,2,High,Conservative normalization
rollicious,2,1,2,High,Conservative normalization
rollick,2,1,2,High,Conservative normalization
rollicks ice cream cakes and deserts,2,1,2,High,Conservative normalization
rolligion,2,1,2,High,Conservative normalization
rolling in the deep,2,1,2,High,Conservative normalization
rolling rolls,2,1,2,High,Conservative normalization
rolling wraps,2,1,2,High,Conservative normalization
rolls affair by mughal affair,2,1,2,High,Conservative normalization
rolls and kebabs,2,2,2,Medium,Conservative normalization
rolls bistro,2,1,2,High,Conservative normalization
rolls house,2,1,2,High,Conservative normalization
rolls junction and more,2,2,2,Medium,Conservative normalization
rolls kitchen,2,1,2,High,Conservative normalization
rolls magic,2,2,2,Medium,Conservative normalization
rolls n more,2,1,2,High,Conservative normalization
rolls n rolls,2,2,2,Medium,Conservative normalization
rolls on coals,2,2,2,Medium,Conservative normalization
rolls point,2,1,2,High,Conservative normalization
rolls station,2,1,2,High,Conservative normalization
rolls town,2,2,2,Medium,Conservative normalization
rolls wala,2,1,2,High,Conservative normalization
rollsnama,2,1,2,High,Conservative normalization
rollsome,2,1,2,High,Conservative normalization
rollsout,2,1,2,High,Conservative normalization
rooh burger cafe,2,1,2,High,Conservative normalization
room for dessert,2,1,2,High,Conservative normalization
roomali,2,2,2,Medium,Conservative normalization
rooster,2,1,2,High,Conservative normalization
rooster cafe,2,2,2,Medium,Conservative normalization
roosterville,2,2,2,Medium,Conservative normalization
roosterx,2,1,2,High,Conservative normalization
roots,2,1,2,High,Conservative normalization
roti and curry,2,1,2,High,Conservative normalization
roti curry aur kebab,2,1,2,High,Conservative normalization
roti ghar ka,2,2,2,Medium,Conservative normalization
rotiwala,2,1,2,High,Conservative normalization
roy hotel and restaurant,2,2,2,Medium,Conservative normalization
royal amritsar,2,1,2,High,Conservative normalization
royal bengal kitchen,2,2,2,Medium,Conservative normalization
royal biriyani house,2,1,2,High,Conservative normalization
royal briyani and fast foods,2,2,2,Medium,Conservative normalization
royal cake shop,2,1,2,High,Conservative normalization
royal cakes,2,1,2,High,Conservative normalization
royal chaap corner,2,2,2,Medium,Conservative normalization
royal chaat cafe india,2,1,2,High,Conservative normalization
royal chicken biryani,2,1,2,High,Conservative normalization
royal chicken corner,2,2,2,Medium,Conservative normalization
royal chinese restaurant,2,2,2,Medium,Conservative normalization
royal corner,2,2,2,Medium,Conservative normalization
royal crunchy chicken,2,2,2,Medium,Conservative normalization
royal darbar family restaurant,2,1,2,High,Conservative normalization
royal eshaa bites,2,1,2,High,Conservative normalization
royal fast food centre,2,2,2,Medium,Conservative normalization
royal foodies,2,2,2,Medium,Conservative normalization
royal grill chicken,2,1,2,High,Conservative normalization
royal haveli restaurant,2,1,2,High,Conservative normalization
royal home kitchen,2,1,2,High,Conservative normalization
royal hotel and restaurant,2,2,2,Medium,Conservative normalization
royal inn,2,2,2,Medium,Conservative normalization
royal kebab,2,2,2,Medium,Conservative normalization
royal maharashtrian biryanis,2,2,2,Medium,Conservative normalization
royal pakwan,2,1,2,High,Conservative normalization
royal palace,2,2,2,Medium,Conservative normalization
royal panda,2,1,2,High,Conservative normalization
royal paratha,2,2,2,Medium,Conservative normalization
royal punjab restaurant and bar,2,1,2,High,Conservative normalization
royal rajputana,2,1,2,High,Conservative normalization
royal shakes,2,1,2,High,Conservative normalization
royal spice,2,1,2,High,Conservative normalization
royal spice legendry since 1979,2,1,2,High,Conservative normalization
royce paan,2,1,2,High,Conservative normalization
rozana,2,1,2,High,Conservative normalization
rps pizzeria,2,1,2,High,Conservative normalization
rr restaurant,2,1,2,High,Conservative normalization
rr s joints,2,1,2,High,Conservative normalization
ruchi biryani,2,1,2,High,Conservative normalization
ruchi kabab,2,1,2,High,Conservative normalization
ruchi raaj,2,2,2,Medium,Conservative normalization
ruchi s kitchen,2,2,2,Medium,Conservative normalization
ruchira,2,2,2,Medium,Conservative normalization
rudra food court,2,1,2,High,Conservative normalization
rudra restaurant,2,1,2,High,Conservative normalization
rudra s kitchen,2,2,2,Medium,Conservative normalization
ruhi kitchen,2,1,2,High,Conservative normalization
ruhi s kitchen,2,2,2,Medium,Conservative normalization
rukumani ammal saiva unavagam,2,1,2,High,Conservative normalization
rumali by ambersar,2,1,2,High,Conservative normalization
rupali s kitchen,2,2,2,Medium,Conservative normalization
ryan s kitchen,2,1,2,High,Conservative normalization
s a dosa cafe,2,1,2,High,Conservative normalization
s k foods,2,2,2,Medium,Conservative normalization
s k hotel,2,2,2,Medium,Conservative normalization
s kumar wadewale and premacha chaha,2,2,2,Medium,Conservative normalization
s p crazy cafe and fast food,2,2,2,Medium,Conservative normalization
s v juice junction,2,1,2,High,Conservative normalization
sab kuch veg,2,2,2,Medium,Conservative normalization
sabki pasand,2,2,2,Medium,Conservative normalization
sabra famous kati roll,2,1,2,High,Conservative normalization
sabrosa,2,1,2,High,Conservative normalization
sabroso,2,1,2,High,Conservative normalization
sabzi wala,2,2,2,Medium,Conservative normalization
sachdeva chicken corner,2,1,2,High,Conservative normalization
sachdeva vaishno dhaba,2,2,2,Medium,Conservative normalization
sacred pizza,2,1,2,High,Conservative normalization
safa restaurant,2,2,2,Medium,Conservative normalization
saffron biryani,2,1,2,High,Conservative normalization
saffron by the sassy spoon indian kebabs rolls biryani and more,2,1,2,High,Conservative normalization
saffron flavors,2,1,2,High,Conservative normalization
saffron vegetarian cuisine,2,1,2,High,Conservative normalization
sagar,2,1,2,High,Conservative normalization
sagar chinese,2,1,2,High,Conservative normalization
sagar family restaurant,2,1,2,High,Conservative normalization
sagar gaire,2,1,2,High,Conservative normalization
sagar juice center,2,1,2,High,Conservative normalization
sage farm cafe,2,1,2,High,Conservative normalization
saha restaurant,2,1,2,High,Conservative normalization
sahadeva reddy s biryani durbar,2,1,2,High,Conservative normalization
sahadeva reddy s chinese kitchen,2,1,2,High,Conservative normalization
sahadeva reddy s southern spice,2,1,2,High,Conservative normalization
sahadeva reddy tiffins,2,1,2,High,Conservative normalization
sahibaan,2,1,2,High,Conservative normalization
sahil fast food,2,1,2,High,Conservative normalization
sahil restaurant,2,2,2,Medium,Conservative normalization
sahyog restaurant,2,1,2,High,Conservative normalization
sai bhojnalaya,2,1,2,High,Conservative normalization
sai chaap corner,2,2,2,Medium,Conservative normalization
sai chinese fast food,2,1,2,High,Conservative normalization
sai darbar,2,1,2,High,Conservative normalization
sai family restaurant,2,2,2,Medium,Conservative normalization
sai food court,2,2,2,Medium,Conservative normalization
sai gomantak,2,1,2,High,Conservative normalization
sai ki rasoi,2,1,2,High,Conservative normalization
sai lunch home,2,2,2,Medium,Conservative normalization
sai moksh family kitchen,2,1,2,High,Conservative normalization
sai pure veg,2,1,2,High,Conservative normalization
sai ram curries and parcels,2,1,2,High,Conservative normalization
sai rasoi,2,2,2,Medium,Conservative normalization
sainath fast food,2,1,2,High,Conservative normalization
saini dhaba,2,1,2,High,Conservative normalization
saini fast food,2,1,2,High,Conservative normalization
saini vaishno dhaba,2,1,2,High,Conservative normalization
sairaj rolls house,2,2,2,Medium,Conservative normalization
sairam tiffins,2,2,2,Medium,Conservative normalization
sairat biryani,2,2,2,Medium,Conservative normalization
sakath momos,2,2,2,Medium,Conservative normalization
sakshi restaurant,2,2,2,Medium,Conservative normalization
sakthi a hot soup,2,2,2,Medium,Conservative normalization
sakthi cafe,2,1,2,High,Conservative normalization
salad bar,2,1,2,High,Conservative normalization
salad bowl,2,1,2,High,Conservative normalization
salad box,2,1,2,High,Conservative normalization
salad company,2,1,2,High,Conservative normalization
salad men,2,1,2,High,Conservative normalization
salady seven,2,2,2,Medium,Conservative normalization
salem rr biryani unavagam,2,2,2,Medium,Conservative normalization
salt and spicy,2,2,2,Medium,Conservative normalization
salt and sugar,2,2,2,Medium,Conservative normalization
salt mango tree,2,1,2,High,Conservative normalization
samadhan poha and snacks,2,2,2,Medium,Conservative normalization
samarth foods,2,2,2,Medium,Conservative normalization
sambhu dosa,2,1,1,High,Conservative normalization
samco,2,1,2,High,Conservative normalization
sameer s restaurant,2,1,2,High,Conservative normalization
samocha stories around chai,2,2,2,Medium,Conservative normalization
samosa central,2,1,2,High,Conservative normalization
samosa junction,2,1,2,High,Conservative normalization
samosa point,2,2,2,Medium,Conservative normalization
samosa time,2,1,2,High,Conservative normalization
samosazz the fun triangle,2,2,2,Medium,Conservative normalization
sampradaya,2,1,2,High,Conservative normalization
samrat restaurant,2,2,2,Medium,Conservative normalization
samrat sweets,2,1,2,High,Conservative normalization
sams kitchen,2,2,2,Medium,Conservative normalization
san tung chinese,2,1,2,High,Conservative normalization
sanchez,2,1,2,High,Conservative normalization
sandeep restaurant and bar,2,1,2,High,Conservative normalization
sandwedges,2,1,2,High,Conservative normalization
sandwhich factory,2,1,2,High,Conservative normalization
sandwich,2,1,2,High,Conservative normalization
sandwich adda,2,1,2,High,Conservative normalization
sandwich bar,2,1,2,High,Conservative normalization
sandwich binge,2,2,2,Medium,Conservative normalization
sandwich box,2,1,2,High,Conservative normalization
sandwich coffee house,2,1,2,High,Conservative normalization
sandwich delight,2,1,2,High,Conservative normalization
sandwich flames,2,2,2,Medium,Conservative normalization
sandwich house,2,1,2,High,Conservative normalization
sandwich katta,2,2,2,Medium,Conservative normalization
sandwich n shakes,2,1,2,High,Conservative normalization
sandwich o mania,2,2,2,Medium,Conservative normalization
sandwichoz,2,2,2,Medium,Conservative normalization
sangeeta restaurant,2,2,2,Medium,Conservative normalization
sanias tiffin service,2,1,2,High,Conservative normalization
sanjana s kitchen,2,2,2,Medium,Conservative normalization
sanjay fast food,2,2,2,Medium,Conservative normalization
sanjha chula,2,1,2,High,Conservative normalization
sankalp the taste of south,2,2,2,Medium,Conservative normalization
sankar cafe,2,2,2,Medium,Conservative normalization
sanskruti pure veg,2,2,2,Medium,Conservative normalization
santa banta da dhaba,2,2,2,Medium,Conservative normalization
santa banta story,2,1,2,High,Conservative normalization
santa di hatti,2,2,2,Medium,Conservative normalization
santosh bhel,2,2,2,Medium,Conservative normalization
santosh dhaba super fast,2,1,2,High,Conservative normalization
santosh pav bhaji,2,1,2,High,Conservative normalization
santripti,2,2,2,Medium,Conservative normalization
santushti restaurant,2,1,2,High,Conservative normalization
santushti shakes,2,1,2,High,Conservative normalization
saoji rasoi,2,2,2,Medium,Conservative normalization
saoji tadka,2,1,2,High,Conservative normalization
saparito pizza,2,2,2,Medium,Conservative normalization
sapna momos,2,2,2,Medium,Conservative normalization
saptrang coffee shop,2,1,2,High,Conservative normalization
saransh rao rasoi,2,2,2,Medium,Conservative normalization
saras restaurant,2,1,2,High,Conservative normalization
saras snacks,2,2,2,Medium,Conservative normalization
saraswati food corner,2,2,2,Medium,Conservative normalization
saravana bhavan hotel,2,2,2,Medium,Conservative normalization
saravana hotel,2,2,2,Medium,Conservative normalization
saravanas kitchen,2,2,2,Medium,Conservative normalization
sardaar ji,2,1,2,High,Conservative normalization
sardar a pure meat shop,2,2,2,Medium,Conservative normalization
sardar da dhaba,2,2,2,Medium,Conservative normalization
sardar ji chicken corner,2,1,2,High,Conservative normalization
sardar ji chicken wale,2,2,2,Medium,Conservative normalization
sardar ji food junction,2,1,2,High,Conservative normalization
sardar ji ki rasoi,2,2,2,Medium,Conservative normalization
sardar ji maggi wale,2,1,2,High,Conservative normalization
sardar ji restaurant,2,1,2,High,Conservative normalization
sardarji di bhatti since 1981,2,1,2,High,Conservative normalization
sardarji di rasoi,2,1,2,High,Conservative normalization
sardarji s chat and more,2,1,2,High,Conservative normalization
sarkar biryani house,2,2,2,Medium,Conservative normalization
sarkar misal,2,2,2,Medium,Conservative normalization
sarvottam chaap,2,1,2,High,Conservative normalization
sasarwadi mutton khanawal,2,1,2,High,Conservative normalization
satguru tiffin service,2,1,2,High,Conservative normalization
sathars restaurant,2,2,2,Medium,Conservative normalization
sathya foods,2,2,2,Medium,Conservative normalization
satkar,2,1,2,High,Conservative normalization
satkar fast food,2,1,2,High,Conservative normalization
sattvam,2,2,2,Medium,Conservative normalization
saturn the food planet,2,2,2,Medium,Conservative normalization
satvik rasoi,2,1,2,High,Conservative normalization
satyaas pure marathi,2,1,2,High,Conservative normalization
satyam restaurant,2,1,2,High,Conservative normalization
savister,2,1,2,High,Conservative normalization
sawamani sweets,2,1,2,High,Conservative normalization
sawariya dhaba,2,1,2,High,Conservative normalization
say cheezza,2,1,2,High,Conservative normalization
saz american brasserie,2,2,2,Medium,Conservative normalization
schezwan delight,2,2,2,Medium,Conservative normalization
schezwan express,2,2,2,Medium,Conservative normalization
schezwan kitchen,2,2,2,Medium,Conservative normalization
scoop,2,1,2,High,Conservative normalization
scoop and spoon cafe,2,1,2,High,Conservative normalization
scoops and shakes,2,2,2,Medium,Conservative normalization
scoops ice creams,2,2,2,Medium,Conservative normalization
scoops n shakes,2,2,2,Medium,Conservative normalization
scoops of joy,2,1,1,High,Conservative normalization
scoopy doo,2,1,2,High,Conservative normalization
scoopy smile,2,1,2,High,Conservative normalization
scooter bbq,2,1,2,High,Conservative normalization
sea food kitchen,2,1,2,High,Conservative normalization
seasame kitchen,2,1,2,High,Conservative normalization
season 9,2,1,2,High,Conservative normalization
seasons restaurant,2,1,2,High,Conservative normalization
second home,2,1,2,High,Conservative normalization
secret momos,2,1,2,High,Conservative normalization
secret shanghai,2,1,2,High,Conservative normalization
secret spice,2,2,2,Medium,Conservative normalization
sehat world,2,1,1,High,Conservative normalization
selvi mess,2,2,2,Medium,Conservative normalization
seoulmate,2,2,2,Medium,Conservative normalization
sethi chicken corner,2,2,2,Medium,Conservative normalization
sethi dhaba,2,1,2,High,Conservative normalization
sethi s,2,1,2,High,Conservative normalization
sethi s restaurant,2,1,2,High,Conservative normalization
setia cake o clock,2,1,2,High,Conservative normalization
seven carnival momos,2,2,2,Medium,Conservative normalization
seven days,2,1,2,High,Conservative normalization
seven spice,2,2,2,Medium,Conservative normalization
sgs non veg gundu palav,2,1,2,High,Conservative normalization
shaan hotel,2,2,2,Medium,Conservative normalization
shagun,2,1,2,High,Conservative normalization
shagun by mohana sweets estd 1958,2,2,2,Medium,Conservative normalization
shah ghouse cafe and restaurant,2,1,2,High,Conservative normalization
shahenshah,2,1,2,High,Conservative normalization
shahi biryani darbar,2,1,2,High,Conservative normalization
shahi biryani house,2,2,2,Medium,Conservative normalization
shahi darbar family restaurant,2,2,2,Medium,Conservative normalization
shahi dawat,2,1,2,High,Conservative normalization
shahi dhaba,2,1,2,High,Conservative normalization
shahi grill,2,2,2,Medium,Conservative normalization
shahi haveli,2,2,2,Medium,Conservative normalization
shahi hotel,2,2,2,Medium,Conservative normalization
shahi khazana,2,2,2,Medium,Conservative normalization
shahi kitchens,2,2,2,Medium,Conservative normalization
shahi mughal darbar,2,1,2,High,Conservative normalization
shahi muradabadi chicken biryani corner,2,2,2,Medium,Conservative normalization
shahi muradabadi chicken corner,2,1,2,High,Conservative normalization
shahi pakwan,2,1,2,High,Conservative normalization
shahi zaika,2,2,2,Medium,Conservative normalization
shaifan tiffin centre,2,1,1,High,Conservative normalization
shaikh sahab,2,1,2,High,Conservative normalization
shakahari,2,2,2,Medium,Conservative normalization
shake bar,2,1,2,High,Conservative normalization
